Image,Center_X,Center_Y,Width,Height,x_position,y_position
4078,910,43,115,36,0.9182565212249756,3.0348763465881348
4079,906,40,113,35,0.9182565212249756,3.084876537322998
4080,901,37,111,34,0.9182565212249756,3.1348764896392822
4081,898,34,110,34,0.9182565212249756,3.1848764419555664
4082,894,31,108,33,0.9182565212249756,3.2348763942718506
4083,890,28,106,33,0.9182565212249756,3.2848763465881348
4084,886,26,105,32,0.9182565212249756,3.334876537322998
4085,882,23,103,31,0.9182565212249756,3.3848764896392822
4086,879,21,102,30,0.9182565212249756,3.4348764419555664
4087,875,18,101,30,0.9182565212249756,3.4848763942718506
4088,872,16,99,30,0.9182565212249756,3.5348763465881348
4089,869,14,98,28,0.9182565212249756,3.584876537322998
4090,866,12,96,25,0.9182565212249756,3.6348764896392822
4091,862,11,95,23,0.9182565212249756,3.6848764419555664
4092,860,10,94,21,0.9182565212249756,3.7348763942718506
4093,856,9,93,18,0.9182565212249756,3.7848763465881348
4094,854,8,92,16,0.9182565212249756,3.834876537322998
4095,851,7,90,14,0.9182565212249756,3.8848764896392822
4096,848,5,89,11,0.9182565212249756,3.9348764419555664
4097,845,4,87,9,0.9182565212249756,3.9848763942718506
4098,843,3,82,7,0.9182565212249756,4.034876346588135
4099,1211,283,138,116,0.9682565331459045,1.2348763942718506
4100,1203,270,153,113,0.9682565331459045,1.2848764657974243
4101,1196,258,168,108,0.9682565331459045,1.3348764181137085
4102,1189,245,181,103,0.9682565331459045,1.3848763704299927
4103,1183,234,194,98,0.9682565331459045,1.4348764419555664
4104,1177,223,206,94,0.9682565331459045,1.4848763942718506
4105,1171,212,218,90,0.9682565331459045,1.5348764657974243
4106,1160,202,218,87,0.9682565331459045,1.5848764181137085
4107,1145,193,211,82,0.9682565331459045,1.6348763704299927
4108,1132,184,205,80,0.9682565331459045,1.6848764419555664
4109,1120,175,199,77,0.9682565331459045,1.7348763942718506
4110,1108,167,193,73,0.9682565331459045,1.7848764657974243
4111,1097,159,188,71,0.9682565331459045,1.8348764181137085
4112,1086,152,184,68,0.9682565331459045,1.8848763704299927
4113,1075,145,179,66,0.9682565331459045,1.9348764419555664
4114,1066,138,174,63,0.9682565331459045,1.9848763942718506
4115,1056,132,170,62,0.9682565331459045,2.0348763465881348
4116,1047,125,166,59,0.9682565331459045,2.084876537322998
4117,1038,120,163,58,0.9682565331459045,2.1348764896392822
4118,1030,114,158,56,0.9682565331459045,2.1848764419555664
4119,1022,108,155,55,0.9682565331459045,2.2348763942718506
4120,1014,103,152,53,0.9682565331459045,2.2848763465881348
4121,1007,98,148,51,0.9682565331459045,2.334876537322998
4122,1000,93,146,50,0.9682565331459045,2.3848764896392822
4123,992,88,143,49,0.9682565331459045,2.4348764419555664
4124,986,83,140,47,0.9682565331459045,2.4848763942718506
4125,979,79,137,45,0.9682565331459045,2.5348763465881348
4126,973,75,135,45,0.9682565331459045,2.584876537322998
4127,967,71,133,44,0.9682565331459045,2.6348764896392822
4128,962,67,130,42,0.9682565331459045,2.6848764419555664
4129,956,63,128,41,0.9682565331459045,2.7348763942718506
4130,950,59,125,41,0.9682565331459045,2.7848763465881348
4131,945,56,123,40,0.9682565331459045,2.834876537322998
4132,940,52,121,39,0.9682565331459045,2.8848764896392822
4133,935,49,119,38,0.9682565331459045,2.9348764419555664
4134,930,46,117,36,0.9682565331459045,2.9848763942718506
4135,925,43,115,36,0.9682565331459045,3.0348763465881348
4136,921,39,113,35,0.9682565331459045,3.084876537322998
4137,917,36,112,35,0.9682565331459045,3.1348764896392822
4138,913,34,110,34,0.9682565331459045,3.1848764419555664
4139,908,30,109,33,0.9682565331459045,3.2348763942718506
4140,904,28,107,32,0.9682565331459045,3.2848763465881348
4141,900,25,105,31,0.9682565331459045,3.334876537322998
4142,897,22,104,31,0.9682565331459045,3.3848764896392822
4143,893,20,102,31,0.9682565331459045,3.4348764419555664
4144,889,18,101,30,0.9682565331459045,3.4848763942718506
4145,886,15,100,29,0.9682565331459045,3.5348763465881348
4146,882,14,99,28,0.9682565331459045,3.584876537322998
4147,879,12,97,25,0.9682565331459045,3.6348764896392822
4148,876,11,96,23,0.9682565331459045,3.6848764419555664
4149,873,10,94,20,0.9682565331459045,3.7348763942718506
4150,869,9,93,18,0.9682565331459045,3.7848763465881348
4151,866,7,91,15,0.9682565331459045,3.834876537322998
4152,863,6,91,13,0.9682565331459045,3.8848764896392822
4153,860,5,89,11,0.9682565331459045,3.9348764419555664
4154,858,4,86,9,0.9682565331459045,3.9848763942718506
4155,854,3,81,7,0.9682565331459045,4.034876346588135
4156,1211,256,138,106,1.0182565450668335,1.3348764181137085
4157,1203,244,153,103,1.0182565450668335,1.3848763704299927
4158,1197,233,166,98,1.0182565450668335,1.4348764419555664
4159,1190,222,179,94,1.0182565450668335,1.4848763942718506
4160,1184,211,191,90,1.0182565450668335,1.5348764657974243
4161,1178,201,203,87,1.0182565450668335,1.5848764181137085
4162,1172,192,213,82,1.0182565450668335,1.6348763704299927
4163,1158,183,207,80,1.0182565450668335,1.6848764419555664
4164,1145,174,201,77,1.0182565450668335,1.7348763942718506
4165,1133,166,196,73,1.0182565450668335,1.7848764657974243
4166,1121,158,190,71,1.0182565450668335,1.8348764181137085
4167,1109,151,185,68,1.0182565450668335,1.8848763704299927
4168,1099,144,180,66,1.0182565450668335,1.9348764419555664
4169,1088,137,175,63,1.0182565450668335,1.9848763942718506
4170,1078,131,171,62,1.0182565450668335,2.0348763465881348
4171,1069,125,168,60,1.0182565450668335,2.084876537322998
4172,1059,119,163,58,1.0182565450668335,2.1348764896392822
4173,1051,113,160,56,1.0182565450668335,2.1848764419555664
4174,1042,108,157,54,1.0182565450668335,2.2348763942718506
4175,1034,102,153,53,1.0182565450668335,2.2848763465881348
4176,1026,97,149,51,1.0182565450668335,2.334876537322998
4177,1019,92,146,49,1.0182565450668335,2.3848764896392822
4178,1011,88,143,48,1.0182565450668335,2.4348764419555664
4179,1004,83,141,47,1.0182565450668335,2.4848763942718506
4180,998,79,138,46,1.0182565450668335,2.5348763465881348
4181,991,74,135,45,1.0182565450668335,2.584876537322998
4182,985,70,133,43,1.0182565450668335,2.6348764896392822
4183,979,66,130,43,1.0182565450668335,2.6848764419555664
4184,973,62,128,41,1.0182565450668335,2.7348763942718506
4185,967,59,125,40,1.0182565450668335,2.7848763465881348
4186,962,55,124,39,1.0182565450668335,2.834876537322998
4187,956,52,121,38,1.0182565450668335,2.8848764896392822
4188,951,48,119,37,1.0182565450668335,2.9348764419555664
4189,946,45,117,37,1.0182565450668335,2.9848763942718506
4190,941,42,115,36,1.0182565450668335,3.0348763465881348
4191,937,39,114,35,1.0182565450668335,3.084876537322998
4192,932,36,112,34,1.0182565450668335,3.1348764896392822
4193,927,33,111,34,1.0182565450668335,3.1848764419555664
4194,923,30,109,33,1.0182565450668335,3.2348763942718506
4195,919,27,108,33,1.0182565450668335,3.2848763465881348
4196,915,25,106,32,1.0182565450668335,3.334876537322998
4197,911,22,104,31,1.0182565450668335,3.3848764896392822
4198,907,20,102,30,1.0182565450668335,3.4348764419555664
4199,903,17,101,30,1.0182565450668335,3.4848763942718506
4200,899,15,99,30,1.0182565450668335,3.5348763465881348
4201,896,13,98,27,1.0182565450668335,3.584876537322998
4202,892,12,97,25,1.0182565450668335,3.6348764896392822
4203,889,11,96,22,1.0182565450668335,3.6848764419555664
4204,885,10,95,20,1.0182565450668335,3.7348763942718506
4205,882,8,93,17,1.0182565450668335,3.7848763465881348
4206,879,7,92,15,1.0182565450668335,3.834876537322998
4207,876,6,90,13,1.0182565450668335,3.8848764896392822
4208,872,5,89,11,1.0182565450668335,3.9348764419555664
4209,869,4,85,8,1.0182565450668335,3.9848763942718506
4210,1218,241,124,99,1.0682564973831177,1.3848763704299927
4211,1211,231,138,97,1.0682564973831177,1.4348764419555664
4212,1204,221,152,94,1.0682564973831177,1.4848763942718506
4213,1197,210,165,90,1.0682564973831177,1.5348764657974243
4214,1191,200,177,86,1.0682564973831177,1.5848764181137085
4215,1185,191,189,82,1.0682564973831177,1.6348763704299927
4216,1180,182,200,79,1.0682564973831177,1.6848764419555664
4217,1170,174,203,76,1.0682564973831177,1.7348763942718506
4218,1157,165,197,73,1.0682564973831177,1.7848764657974243
4219,1145,158,192,70,1.0682564973831177,1.8348764181137085
4220,1133,151,187,68,1.0682564973831177,1.8848763704299927
4221,1122,143,182,65,1.0682564973831177,1.9348764419555664
4222,1110,137,177,64,1.0682564973831177,1.9848763942718506
4223,1100,130,173,61,1.0682564973831177,2.0348763465881348
4224,1090,124,169,60,1.0682564973831177,2.084876537322998
4225,1081,118,164,58,1.0682564973831177,2.1348764896392822
4226,1071,112,161,55,1.0682564973831177,2.1848764419555664
4227,1062,107,157,54,1.0682564973831177,2.2348763942718506
4228,1054,102,154,52,1.0682564973831177,2.2848763465881348
4229,1046,96,150,51,1.0682564973831177,2.334876537322998
4230,1038,92,147,50,1.0682564973831177,2.3848764896392822
4231,1030,87,145,48,1.0682564973831177,2.4348764419555664
4232,1023,82,141,47,1.0682564973831177,2.4848763942718506
4233,1016,78,139,46,1.0682564973831177,2.5348763465881348
4234,1009,74,136,44,1.0682564973831177,2.584876537322998
4235,1003,70,134,44,1.0682564973831177,2.6348764896392822
4236,996,66,131,42,1.0682564973831177,2.6848764419555664
4237,990,62,129,41,1.0682564973831177,2.7348763942718506
4238,984,58,126,41,1.0682564973831177,2.7848763465881348
4239,978,55,125,40,1.0682564973831177,2.834876537322998
4240,973,51,122,39,1.0682564973831177,2.8848764896392822
4241,967,48,120,38,1.0682564973831177,2.9348764419555664
4242,962,44,118,37,1.0682564973831177,2.9848763942718506
4243,957,42,116,36,1.0682564973831177,3.0348763465881348
4244,952,38,114,35,1.0682564973831177,3.084876537322998
4245,947,35,112,35,1.0682564973831177,3.1348764896392822
4246,942,33,111,34,1.0682564973831177,3.1848764419555664
4247,937,29,109,33,1.0682564973831177,3.2348763942718506
4248,933,27,107,32,1.0682564973831177,3.2848763465881348
4249,929,24,106,31,1.0682564973831177,3.334876537322998
4250,925,21,104,31,1.0682564973831177,3.3848764896392822
4251,920,19,103,31,1.0682564973831177,3.4348764419555664
4252,917,17,102,30,1.0682564973831177,3.4848763942718506
4253,913,14,100,29,1.0682564973831177,3.5348763465881348
4254,909,13,99,27,1.0682564973831177,3.584876537322998
4255,905,12,97,24,1.0682564973831177,3.6348764896392822
4256,902,11,96,22,1.0682564973831177,3.6848764419555664
4257,898,9,95,19,1.0682564973831177,3.7348763942718506
4258,895,8,94,17,1.0682564973831177,3.7848763465881348
4259,892,7,92,15,1.0682564973831177,3.834876537322998
4260,888,6,91,12,1.0682564973831177,3.8848764896392822
4261,885,5,88,10,1.0682564973831177,3.9348764419555664
4262,881,4,85,8,1.0682564973831177,3.9848763942718506
4263,1218,218,124,91,1.1182565689086914,1.4848763942718506
4264,1211,209,138,90,1.1182565689086914,1.5348764657974243
4265,1204,199,151,85,1.1182565689086914,1.5848764181137085
4266,1198,190,163,82,1.1182565689086914,1.6348763704299927
4267,1192,181,175,79,1.1182565689086914,1.6848764419555664
4268,1187,173,186,76,1.1182565689086914,1.7348763942718506
4269,1181,164,197,73,1.1182565689086914,1.7848764657974243
4270,1169,157,193,70,1.1182565689086914,1.8348764181137085
4271,1157,150,188,68,1.1182565689086914,1.8848763704299927
4272,1145,142,184,65,1.1182565689086914,1.9348764419555664
4273,1133,136,179,64,1.1182565689086914,1.9848763942718506
4274,1123,129,174,61,1.1182565689086914,2.0348763465881348
4275,1112,123,170,59,1.1182565689086914,2.084876537322998
4276,1102,117,166,57,1.1182565689086914,2.1348764896392822
4277,1092,112,162,56,1.1182565689086914,2.1848764419555664
4278,1083,106,158,54,1.1182565689086914,2.2348763942718506
4279,1074,101,155,52,1.1182565689086914,2.2848763465881348
4280,1066,96,152,50,1.1182565689086914,2.334876537322998
4281,1057,91,149,50,1.1182565689086914,2.3848764896392822
4282,1049,86,145,49,1.1182565689086914,2.4348764419555664
4283,1042,82,142,46,1.1182565689086914,2.4848763942718506
4284,1034,77,139,45,1.1182565689086914,2.5348763465881348
4285,1027,73,137,45,1.1182565689086914,2.584876537322998
4286,1020,69,135,43,1.1182565689086914,2.6348764896392822
4287,1014,65,132,43,1.1182565689086914,2.6848764419555664
4288,1007,61,129,41,1.1182565689086914,2.7348763942718506
4289,1001,58,127,40,1.1182565689086914,2.7848763465881348
4290,995,54,124,39,1.1182565689086914,2.834876537322998
4291,989,51,122,38,1.1182565689086914,2.8848764896392822
4292,983,47,121,37,1.1182565689086914,2.9348764419555664
4293,978,44,118,37,1.1182565689086914,2.9848763942718506
4294,972,41,117,36,1.1182565689086914,3.0348763465881348
4295,967,38,115,35,1.1182565689086914,3.084876537322998
4296,962,35,113,34,1.1182565689086914,3.1348764896392822
4297,957,32,111,34,1.1182565689086914,3.1848764419555664
4298,952,29,109,33,1.1182565689086914,3.2348763942718506
4299,948,27,108,32,1.1182565689086914,3.2848763465881348
4300,943,24,107,32,1.1182565689086914,3.334876537322998
4301,939,21,104,31,1.1182565689086914,3.3848764896392822
4302,934,19,103,30,1.1182565689086914,3.4348764419555664
4303,931,16,102,29,1.1182565689086914,3.4848763942718506
4304,926,14,101,29,1.1182565689086914,3.5348763465881348
4305,922,13,99,26,1.1182565689086914,3.584876537322998
4306,919,12,98,24,1.1182565689086914,3.6348764896392822
4307,915,10,96,21,1.1182565689086914,3.6848764419555664
4308,911,9,95,19,1.1182565689086914,3.7348763942718506
4309,908,8,94,16,1.1182565689086914,3.7848763465881348
4310,904,7,93,14,1.1182565689086914,3.834876537322998
4311,900,6,91,12,1.1182565689086914,3.8848764896392822
4312,897,5,89,10,1.1182565689086914,3.9348764419555664
4313,894,4,84,8,1.1182565689086914,3.9848763942718506
4314,1224,206,112,85,1.1682565212249756,1.5348764657974243
4315,1217,198,125,84,1.1682565212249756,1.5848764181137085
4316,1211,189,138,82,1.1682565212249756,1.6348763704299927
4317,1205,180,150,79,1.1682565212249756,1.6848764419555664
4318,1199,172,162,76,1.1682565212249756,1.7348763942718506
4319,1193,163,174,73,1.1682565212249756,1.7848764657974243
4320,1188,156,184,70,1.1682565212249756,1.8348764181137085
4321,1180,149,190,68,1.1682565212249756,1.8848763704299927
4322,1168,142,184,66,1.1682565212249756,1.9348764419555664
4323,1156,135,180,63,1.1682565212249756,1.9848763942718506
4324,1144,128,175,61,1.1682565212249756,2.0348763465881348
4325,1133,122,171,59,1.1682565212249756,2.084876537322998
4326,1123,116,167,57,1.1682565212249756,2.1348764896392822
4327,1113,111,163,56,1.1682565212249756,2.1848764419555664
4328,1103,106,159,54,1.1682565212249756,2.2348763942718506
4329,1094,100,156,53,1.1682565212249756,2.2848763465881348
4330,1085,95,153,51,1.1682565212249756,2.334876537322998
4331,1076,90,149,49,1.1682565212249756,2.3848764896392822
4332,1068,86,147,48,1.1682565212249756,2.4348764419555664
4333,1060,81,143,47,1.1682565212249756,2.4848763942718506
4334,1053,77,140,46,1.1682565212249756,2.5348763465881348
4335,1045,73,138,44,1.1682565212249756,2.584876537322998
4336,1038,68,135,43,1.1682565212249756,2.6348764896392822
4337,1031,65,132,42,1.1682565212249756,2.6848764419555664
4338,1024,61,130,42,1.1682565212249756,2.7348763942718506
4339,1018,57,128,40,1.1682565212249756,2.7848763465881348
4340,1011,53,125,39,1.1682565212249756,2.834876537322998
4341,1005,50,123,38,1.1682565212249756,2.8848764896392822
4342,999,47,121,38,1.1682565212249756,2.9348764419555664
4343,993,43,119,37,1.1682565212249756,2.9848763942718506
4344,988,40,118,35,1.1682565212249756,3.0348763465881348
4345,982,37,115,35,1.1682565212249756,3.084876537322998
4346,977,34,113,35,1.1682565212249756,3.1348764896392822
4347,972,31,112,33,1.1682565212249756,3.1848764419555664
4348,967,28,110,33,1.1682565212249756,3.2348763942718506
4349,962,26,109,32,1.1682565212249756,3.2848763465881348
4350,957,23,107,31,1.1682565212249756,3.334876537322998
4351,953,20,105,31,1.1682565212249756,3.3848764896392822
4352,949,18,104,31,1.1682565212249756,3.4348764419555664
4353,944,16,102,30,1.1682565212249756,3.4848763942718506
4354,940,14,100,28,1.1682565212249756,3.5348763465881348
4355,936,13,100,26,1.1682565212249756,3.584876537322998
4356,932,11,98,23,1.1682565212249756,3.6348764896392822
4357,928,10,96,21,1.1682565212249756,3.6848764419555664
4358,924,9,95,18,1.1682565212249756,3.7348763942718506
4359,920,8,95,16,1.1682565212249756,3.7848763465881348
4360,916,7,93,14,1.1682565212249756,3.834876537322998
4361,913,5,91,11,1.1682565212249756,3.8848764896392822
4362,910,4,88,9,1.1682565212249756,3.9348764419555664
4363,906,3,84,7,1.1682565212249756,3.9848763942718506
4364,1223,187,113,80,1.2182564735412598,1.6348763704299927
4365,1217,179,126,78,1.2182564735412598,1.6848764419555664
4366,1211,171,138,76,1.2182564735412598,1.7348763942718506
4367,1205,163,150,72,1.2182564735412598,1.7848764657974243
4368,1199,155,161,70,1.2182564735412598,1.8348764181137085
4369,1194,148,172,68,1.2182564735412598,1.8848763704299927
4370,1189,141,182,66,1.2182564735412598,1.9348764419555664
4371,1178,134,181,63,1.2182564735412598,1.9848763942718506
4372,1166,128,177,62,1.2182564735412598,2.0348763465881348
4373,1155,121,173,59,1.2182564735412598,2.084876537322998
4374,1144,116,169,58,1.2182564735412598,2.1348764896392822
4375,1134,110,164,55,1.2182564735412598,2.1848764419555664
4376,1124,105,160,54,1.2182564735412598,2.2348763942718506
4377,1114,100,157,52,1.2182564735412598,2.2848763465881348
4378,1105,94,154,51,1.2182564735412598,2.334876537322998
4379,1096,89,150,49,1.2182564735412598,2.3848764896392822
4380,1087,85,147,48,1.2182564735412598,2.4348764419555664
4381,1079,80,144,47,1.2182564735412598,2.4848763942718506
4382,1071,76,142,45,1.2182564735412598,2.5348763465881348
4383,1063,72,138,44,1.2182564735412598,2.584876537322998
4384,1056,68,136,43,1.2182564735412598,2.6348764896392822
4385,1048,64,133,42,1.2182564735412598,2.6848764419555664
4386,1041,60,131,41,1.2182564735412598,2.7348763942718506
4387,1034,57,129,40,1.2182564735412598,2.7848763465881348
4388,1028,53,126,39,1.2182564735412598,2.834876537322998
4389,1022,50,124,38,1.2182564735412598,2.8848764896392822
4390,1015,46,121,37,1.2182564735412598,2.9348764419555664
4391,1009,43,119,36,1.2182564735412598,2.9848763942718506
4392,1003,40,117,36,1.2182564735412598,3.0348763465881348
4393,998,37,116,34,1.2182564735412598,3.084876537322998
4394,992,34,114,34,1.2182564735412598,3.1348764896392822
4395,987,31,112,34,1.2182564735412598,3.1848764419555664
4396,982,28,110,33,1.2182564735412598,3.2348763942718506
4397,977,26,108,32,1.2182564735412598,3.2848763465881348
4398,972,23,108,32,1.2182564735412598,3.334876537322998
4399,967,20,106,31,1.2182564735412598,3.3848764896392822
4400,963,18,104,30,1.2182564735412598,3.4348764419555664
4401,958,15,102,29,1.2182564735412598,3.4848763942718506
4402,953,14,101,28,1.2182564735412598,3.5348763465881348
4403,949,12,99,25,1.2182564735412598,3.584876537322998
4404,945,11,98,23,1.2182564735412598,3.6348764896392822
4405,941,10,97,20,1.2182564735412598,3.6848764419555664
4406,937,9,96,18,1.2182564735412598,3.7348763942718506
4407,933,7,94,15,1.2182564735412598,3.7848763465881348
4408,929,6,93,13,1.2182564735412598,3.834876537322998
4409,925,5,91,11,1.2182564735412598,3.8848764896392822
4410,922,4,88,9,1.2182564735412598,3.9348764419555664
4411,918,3,83,7,1.2182564735412598,3.9848763942718506
4412,1229,176,101,75,1.2682565450668335,1.6848764419555664
4413,1223,169,114,75,1.2682565450668335,1.7348763942718506
4414,1217,162,126,72,1.2682565450668335,1.7848764657974243
4415,1211,154,138,71,1.2682565450668335,1.8348764181137085
4416,1205,147,149,68,1.2682565450668335,1.8848763704299927
4417,1200,140,160,65,1.2682565450668335,1.9348764419555664
4418,1194,133,171,63,1.2682565450668335,1.9848763942718506
4419,1189,127,178,61,1.2682565450668335,2.0348763465881348
4420,1177,121,174,59,1.2682565450668335,2.084876537322998
4421,1166,115,170,57,1.2682565450668335,2.1348764896392822
4422,1155,109,166,55,1.2682565450668335,2.1848764419555664
4423,1144,104,162,54,1.2682565450668335,2.2348763942718506
4424,1134,99,158,52,1.2682565450668335,2.2848763465881348
4425,1124,94,155,50,1.2682565450668335,2.334876537322998
4426,1115,89,151,49,1.2682565450668335,2.3848764896392822
4427,1106,84,148,47,1.2682565450668335,2.4348764419555664
4428,1097,80,145,46,1.2682565450668335,2.4848763942718506
4429,1089,75,142,45,1.2682565450668335,2.5348763465881348
4430,1081,71,140,45,1.2682565450668335,2.584876537322998
4431,1073,67,137,43,1.2682565450668335,2.6348764896392822
4432,1066,64,134,42,1.2682565450668335,2.6848764419555664
4433,1058,59,131,41,1.2682565450668335,2.7348763942718506
4434,1051,56,129,40,1.2682565450668335,2.7848763465881348
4435,1044,52,127,39,1.2682565450668335,2.834876537322998
4436,1038,49,124,38,1.2682565450668335,2.8848764896392822
4437,1031,46,123,38,1.2682565450668335,2.9348764419555664
4438,1025,42,120,37,1.2682565450668335,2.9848763942718506
4439,1019,39,118,35,1.2682565450668335,3.0348763465881348
4440,1013,36,116,35,1.2682565450668335,3.084876537322998
4441,1007,33,115,35,1.2682565450668335,3.1348764896392822
4442,1002,30,112,33,1.2682565450668335,3.1848764419555664
4443,996,27,111,33,1.2682565450668335,3.2348763942718506
4444,991,25,109,32,1.2682565450668335,3.2848763465881348
4445,986,22,107,31,1.2682565450668335,3.334876537322998
4446,981,19,106,31,1.2682565450668335,3.3848764896392822
4447,976,17,105,31,1.2682565450668335,3.4348764419555664
4448,971,15,103,30,1.2682565450668335,3.4848763942718506
4449,967,13,102,27,1.2682565450668335,3.5348763465881348
4450,963,12,100,25,1.2682565450668335,3.584876537322998
4451,958,11,99,22,1.2682565450668335,3.6348764896392822
4452,954,10,98,20,1.2682565450668335,3.6848764419555664
4453,950,8,96,17,1.2682565450668335,3.7348763942718506
4454,946,7,94,15,1.2682565450668335,3.7848763465881348
4455,942,6,94,13,1.2682565450668335,3.834876537322998
4456,938,5,91,11,1.2682565450668335,3.8848764896392822
4457,934,4,87,8,1.2682565450668335,3.9348764419555664
4458,1228,160,103,70,1.3182564973831177,1.7848764657974243
4459,1222,153,115,69,1.3182564973831177,1.8348764181137085
4460,1216,146,127,67,1.3182564973831177,1.8848763704299927
4461,1211,139,138,65,1.3182564973831177,1.9348764419555664
4462,1205,132,149,63,1.3182564973831177,1.9848763942718506
4463,1200,126,159,61,1.3182564973831177,2.0348763465881348
4464,1195,120,169,59,1.3182564973831177,2.084876537322998
4465,1186,114,171,57,1.3182564973831177,2.1348764896392822
4466,1175,109,167,56,1.3182564973831177,2.1848764419555664
4467,1164,103,163,53,1.3182564973831177,2.2348763942718506
4468,1154,98,160,52,1.3182564973831177,2.2848763465881348
4469,1144,93,156,51,1.3182564973831177,2.334876537322998
4470,1134,88,153,49,1.3182564973831177,2.3848764896392822
4471,1125,84,149,48,1.3182564973831177,2.4348764419555664
4472,1116,79,146,47,1.3182564973831177,2.4848763942718506
4473,1107,75,143,46,1.3182564973831177,2.5348763465881348
4474,1099,71,140,44,1.3182564973831177,2.584876537322998
4475,1091,66,138,43,1.3182564973831177,2.6348764896392822
4476,1083,63,135,42,1.3182564973831177,2.6848764419555664
4477,1075,59,133,41,1.3182564973831177,2.7348763942718506
4478,1068,56,130,40,1.3182564973831177,2.7848763465881348
4479,1061,52,128,39,1.3182564973831177,2.834876537322998
4480,1054,49,125,38,1.3182564973831177,2.8848764896392822
4481,1047,45,123,37,1.3182564973831177,2.9348764419555664
4482,1041,42,120,36,1.3182564973831177,2.9848763942718506
4483,1034,39,119,36,1.3182564973831177,3.0348763465881348
4484,1028,35,117,35,1.3182564973831177,3.084876537322998
4485,1022,33,115,34,1.3182564973831177,3.1348764896392822
4486,1017,30,114,34,1.3182564973831177,3.1848764419555664
4487,1011,27,111,33,1.3182564973831177,3.2348763942718506
4488,1006,25,110,32,1.3182564973831177,3.2848763465881348
4489,1001,22,108,32,1.3182564973831177,3.334876537322998
4490,995,19,107,31,1.3182564973831177,3.3848764896392822
4491,990,17,105,30,1.3182564973831177,3.4348764419555664
4492,985,14,103,29,1.3182564973831177,3.4848763942718506
4493,981,13,102,27,1.3182564973831177,3.5348763465881348
4494,976,12,100,24,1.3182564973831177,3.584876537322998
4495,971,11,99,22,1.3182564973831177,3.6348764896392822
4496,967,9,98,19,1.3182564973831177,3.6848764419555664
4497,963,8,96,17,1.3182564973831177,3.7348763942718506
4498,958,7,95,15,1.3182564973831177,3.7848763465881348
4499,954,6,93,12,1.3182564973831177,3.834876537322998
4500,950,5,91,10,1.3182564973831177,3.8848764896392822
4501,946,4,87,8,1.3182564973831177,3.9348764419555664
4502,1228,145,104,66,1.3682565689086914,1.8848763704299927
4503,1222,138,116,65,1.3682565689086914,1.9348764419555664
4504,1216,132,127,62,1.3682565689086914,1.9848763942718506
4505,1211,125,138,61,1.3682565689086914,2.0348763465881348
4506,1206,119,148,59,1.3682565689086914,2.084876537322998
4507,1201,113,158,57,1.3682565689086914,2.1348764896392822
4508,1196,108,168,55,1.3682565689086914,2.1848764419555664
4509,1185,103,164,54,1.3682565689086914,2.2348763942718506
4510,1174,98,160,52,1.3682565689086914,2.2848763465881348
4511,1163,92,157,51,1.3682565689086914,2.334876537322998
4512,1153,87,153,49,1.3682565689086914,2.3848764896392822
4513,1144,83,150,48,1.3682565689086914,2.4348764419555664
4514,1134,79,147,46,1.3682565689086914,2.4848763942718506
4515,1126,74,144,45,1.3682565689086914,2.5348763465881348
4516,1116,70,141,44,1.3682565689086914,2.584876537322998
4517,1108,66,139,43,1.3682565689086914,2.6348764896392822
4518,1100,62,135,42,1.3682565689086914,2.6848764419555664
4519,1092,58,133,41,1.3682565689086914,2.7348763942718506
4520,1085,55,130,40,1.3682565689086914,2.7848763465881348
4521,1077,51,129,39,1.3682565689086914,2.834876537322998
4522,1070,48,126,38,1.3682565689086914,2.8848764896392822
4523,1063,44,123,37,1.3682565689086914,2.9348764419555664
4524,1057,41,122,37,1.3682565689086914,2.9848763942718506
4525,1050,38,120,35,1.3682565689086914,3.0348763465881348
4526,1044,35,118,35,1.3682565689086914,3.084876537322998
4527,1038,32,116,35,1.3682565689086914,3.1348764896392822
4528,1032,29,114,33,1.3682565689086914,3.1848764419555664
4529,1026,26,112,33,1.3682565689086914,3.2348763942718506
4530,1020,24,110,32,1.3682565689086914,3.2848763465881348
4531,1015,21,108,31,1.3682565689086914,3.334876537322998
4532,1009,19,107,30,1.3682565689086914,3.3848764896392822
4533,1004,16,105,31,1.3682565689086914,3.4348764419555664
4534,999,14,104,29,1.3682565689086914,3.4848763942718506
4535,994,13,102,26,1.3682565689086914,3.5348763465881348
4536,989,12,101,24,1.3682565689086914,3.584876537322998
4537,985,10,100,21,1.3682565689086914,3.6348764896392822
4538,980,9,98,19,1.3682565689086914,3.6848764419555664
4539,975,8,97,16,1.3682565689086914,3.7348763942718506
4540,971,7,95,14,1.3682565689086914,3.7848763465881348
4541,967,6,94,12,1.3682565689086914,3.834876537322998
4542,963,5,90,10,1.3682565689086914,3.8848764896392822
4543,959,3,86,7,1.3682565689086914,3.9348764419555664
4544,1233,136,94,63,1.4182565212249756,1.9348764419555664
4545,1227,131,106,62,1.4182565212249756,1.9848763942718506
4546,1221,125,117,60,1.4182565212249756,2.0348763465881348
4547,1216,118,128,59,1.4182565212249756,2.084876537322998
4548,1211,113,138,56,1.4182565212249756,2.1348764896392822
4549,1206,107,148,55,1.4182565212249756,2.1848764419555664
4550,1201,102,158,54,1.4182565212249756,2.2348763942718506
4551,1194,97,162,52,1.4182565212249756,2.2848763465881348
4552,1183,92,158,50,1.4182565212249756,2.334876537322998
